surgery,age,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
yes,adult,36.599999999999994,114.0,36.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,44.0,6.2,serosanguious,4.3,yes,2208,0,0,yes
no,adult,38.1,92.0,28.0,cool,reduced,bright_red,less_3_sec,depressed,absent,slight,slight,more_1_liter,7.0,decreased,firm,40.0,6.8,cloudy,2.6,no,2113,0,0,yes
yes,adult,38.5,56.0,30.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,significant,more_1_liter,2.0,absent,distend_small,43.0,7.5,serosanguious,2.0,yes,2205,0,0,no
no,adult,37.8,44.0,12.0,normal,normal,bright_pink,less_3_sec,alert,hypermotile,moderate,slight,more_1_liter,5.0,normal,normal,32.0,7.0,serosanguious,4.7,no,0,0,0,yes
yes,adult,38.6,48.0,16.0,cool,normal,pale_cyanotic,less_3_sec,severe_pain,normal,slight,slight,more_1_liter,6.5,normal,distend_small,32.0,6.5,serosanguious,6.0,yes,2209,0,0,yes
no,young,39.80000000000001,114.0,36.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,decreased,distend_small,48.0,6.5,serosanguious,4.5,yes,7400,0,0,no
yes,adult,39.6,88.0,51.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,4.5,absent,distend_small,73.0,6.6,serosanguious,2.6,no,2208,0,0,no
no,adult,38.3,96.0,25.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,severe,slight,more_1_liter,6.5,absent,distend_small,45.0,6.7,clear,3.0,yes,3115,0,0,no
yes,adult,37.3,48.0,12.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.0,decreased,distend_large,44.0,6.0,serosanguious,3.6,yes,2124,0,0,yes
yes,adult,37.3,88.0,24.0,cool,reduced,dark_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,1.0,absent,distend_small,66.0,6.0,serosanguious,3.4,yes,2208,0,0,no
no,adult,38.1,88.0,32.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,1.0,absent,distend_small,55.0,12.85,serosanguious,2.0,no,2209,0,0,no
no,adult,38.2,52.0,24.0,normal,normal,bright_red,less_3_sec,depressed,absent,slight,slight,more_1_liter,5.5,absent,firm,52.0,8.1,cloudy,1.6,no,11300,0,0,yes
yes,adult,39.1,48.0,32.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,6.5,absent,distend_small,41.0,7.5,clear,2.6,yes,2209,0,0,no
no,adult,38.5,92.0,30.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,52.0,12.85,cloudy,2.0,yes,3205,0,0,no
no,adult,39.3,120.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,5.0,absent,distend_small,65.0,8.5,serosanguious,3.4,no,2111,0,0,yes
no,adult,38.0,52.0,24.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.3,decreased,firm,38.0,7.3,clear,5.0,no,0,0,0,yes
yes,adult,39.2,112.0,16.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.0,absent,distend_small,50.0,7.0,cloudy,2.9,no,2209,0,0,yes
no,adult,38.3,52.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.0,decreased,firm,32.0,6.0,cloudy,1.6,no,3111,0,0,yes
no,adult,39.5,108.0,51.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,50.0,12.85,clear,2.0,yes,2113,0,0,yes
yes,adult,37.8,48.0,12.0,normal,normal,normal_pink,less_3_sec,alert,normal,moderate,slight,more_1_liter,4.0,increased,distend_small,41.0,12.85,cloudy,2.0,yes,7209,0,0,yes
no,adult,37.6,48.0,18.0,cool,reduced,normal_pink,less_3_sec,alert,absent,slight,slight,more_1_liter,5.5,absent,other,42.0,7.4,cloudy,2.8,no,3111,0,0,no
yes,adult,37.8,52.0,24.0,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,slight,more_1_liter,5.7,increased,distend_small,48.0,6.6,clear,3.7,yes,5400,0,0,no
no,adult,37.4,48.0,12.0,normal,normal,normal_pink,less_3_sec,alert,hypermotile,slight,slight,more_1_liter,5.0,normal,other,49.0,8.0,clear,5.0,no,0,0,0,no
no,adult,39.3,114.0,36.0,warm,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_large,50.0,7.9,serosanguious,6.0,no,4124,0,0,yes
yes,adult,38.6,48.0,24.0,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,6.0,decreased,other,45.0,6.4,clear,3.6,yes,4205,0,0,yes
no,adult,38.1,40.0,16.0,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,1.0,absent,distend_large,31.0,12.85,serosanguious,1.0,yes,2208,0,0,no
yes,adult,37.8,96.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,5.0,absent,distend_small,52.0,7.5,serosanguious,4.5,yes,5400,0,0,no
yes,adult,38.5,60.0,10.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,severe,slight,less_1_liter,2.0,absent,distend_small,50.0,12.85,serosanguious,2.0,yes,0,0,0,no
yes,adult,37.5,48.0,30.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,normal,distend_small,48.0,12.85,serosanguious,2.0,no,5111,0,0,no
no,adult,38.1,124.0,40.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,55.0,8.1,serosanguious,2.0,yes,2208,0,0,no
yes,adult,36.6,82.0,36.0,cold,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,decreased,distend_large,45.0,7.0,cloudy,2.0,yes,2209,0,0,yes
no,adult,38.0,56.0,40.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,7.0,normal,firm,40.0,7.5,cloudy,2.3,no,5000,0,0,yes
no,adult,37.8,114.0,36.0,cool,normal,normal_pink,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,decreased,distend_small,55.0,8.1,serosanguious,4.5,yes,2205,0,0,no
yes,adult,37.7,66.0,12.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,4.0,decreased,distend_small,31.5,6.1,serosanguious,4.3,yes,2208,0,0,yes
yes,adult,38.0,36.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,severe,significant,more_1_liter,2.0,absent,distend_small,52.0,12.85,cloudy,2.0,no,3111,0,0,no
yes,adult,36.599999999999994,114.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_large,57.0,8.1,serosanguious,4.5,yes,3205,0,0,no
no,young,37.4,84.0,30.0,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,6.5,normal,distend_small,48.0,7.5,cloudy,2.5,yes,2300,0,0,no
yes,adult,39.3,100.0,51.0,cold,absent,dark_cyanotic,less_3_sec,depressed,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,68.0,12.85,serosanguious,2.0,yes,2205,0,0,yes
yes,adult,38.0,40.0,26.0,normal,normal,normal_pink,less_3_sec,depressed,hypermotile,slight,slight,more_1_liter,7.0,normal,distend_large,45.0,5.9,cloudy,1.3,yes,2205,0,0,yes
yes,adult,36.7,100.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,severe,slight,more_1_liter,2.0,decreased,distend_large,52.0,12.85,serosanguious,2.0,yes,2205,0,0,no
yes,adult,39.2,48.0,28.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.5,absent,distend_small,41.0,12.85,cloudy,2.0,yes,2209,0,0,yes
yes,adult,38.3,88.0,28.0,normal,normal,pale_pink,less_3_sec,alert,hypermotile,moderate,slight,more_1_liter,4.5,normal,distend_small,48.0,6.1,clear,2.6,yes,5206,0,0,no
yes,adult,38.0,66.0,16.0,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,slight,more_1_liter,3.0,absent,distend_small,43.0,3.7,cloudy,3.6,yes,3133,0,0,yes
no,adult,38.8,86.0,16.0,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_large,73.0,8.2,clear,7.75,yes,4205,0,0,yes
no,adult,38.3,112.0,16.0,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,1.0,absent,distend_large,51.0,6.0,serosanguious,1.0,yes,5205,0,0,yes
yes,young,37.5,84.0,40.0,cool,normal,bright_red,more_3_sec,depressed,absent,moderate,significant,more_1_liter,3.0,decreased,distend_large,43.0,6.0,clear,2.6,yes,7111,0,0,yes
yes,adult,39.2,128.0,36.0,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,5.0,increased,distend_large,57.0,6.3,serosanguious,3.4,yes,3205,0,0,no
no,adult,39.0,56.0,40.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,7.0,absent,distend_large,44.0,7.5,clear,2.5,no,2113,0,0,yes
yes,adult,36.9,96.0,28.0,cool,normal,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,2.0,absent,distend_large,55.0,12.85,serosanguious,2.0,yes,3205,0,0,no
no,adult,38.6,88.0,28.0,warm,normal,pale_pink,less_3_sec,mild_pain,hypermotile,moderate,slight,less_1_liter,7.0,decreased,distend_small,37.0,6.6,cloudy,3.2,yes,5400,0,0,yes
no,adult,37.1,66.0,8.0,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.5,absent,distend_small,48.0,6.8,cloudy,2.3,yes,2208,0,0,yes
no,adult,38.2,40.0,12.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,33.0,12.85,cloudy,2.0,no,1400,0,0,no
no,adult,37.8,48.0,30.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.0,absent,distend_small,37.0,6.5,clear,2.6,yes,2209,0,0,no
yes,adult,37.7,84.0,48.0,cool,reduced,bright_red,more_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,7.5,absent,distend_small,63.0,8.4,serosanguious,2.0,yes,2208,0,0,no
yes,adult,37.8,124.0,30.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,6.5,absent,distend_small,52.0,7.5,serosanguious,2.6,yes,5124,0,0,no
yes,adult,38.0,88.0,36.0,cool,reduced,pale_pink,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,4.5,decreased,distend_large,45.0,6.8,serosanguious,6.6,yes,31110,0,0,yes
yes,adult,37.8,75.0,36.0,normal,normal,pale_pink,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_large,48.0,7.4,serosanguious,3.2,yes,1400,0,0,no
yes,adult,38.3,52.0,24.0,cold,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,7.0,decreased,distend_small,45.0,7.5,clear,1.3,yes,2207,0,0,no
yes,adult,39.1,86.0,24.0,cool,absent,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,6.5,absent,distend_small,59.0,6.5,serosanguious,4.8,yes,3205,0,0,no
yes,adult,37.1,75.0,36.0,cold,reduced,pale_pink,more_3_sec,severe_pain,absent,severe,slight,more_1_liter,5.0,absent,distend_small,48.0,7.4,serosanguious,3.2,yes,12208,0,0,no
yes,adult,38.6,48.0,20.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.0,normal,distend_small,42.0,7.5,clear,3.2,yes,2205,0,0,yes
no,adult,38.0,50.0,20.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,less_1_liter,1.0,absent,other,36.0,12.85,clear,2.0,no,0,0,0,yes
yes,adult,38.8,60.0,20.0,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,decreased,distend_small,52.0,7.0,serosanguious,6.0,no,3111,0,0,no
yes,adult,38.2,96.0,20.0,normal,reduced,pale_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,5.2,normal,distend_small,47.0,6.2,clear,5.3,yes,31110,0,0,yes
no,adult,39.80000000000001,114.0,36.0,cool,normal,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_small,57.0,8.1,serosanguious,4.5,yes,7400,0,0,no
yes,adult,37.6,48.0,30.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,decreased,distend_large,35.0,7.5,cloudy,2.8,yes,3111,0,0,no
yes,adult,38.1,52.0,24.0,normal,normal,bright_red,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_small,44.0,7.5,cloudy,2.6,yes,2206,0,0,no
no,adult,38.5,60.0,12.0,cool,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,7.0,absent,other,49.0,8.5,clear,5.0,no,3111,0,0,yes
no,adult,39.3,80.0,30.0,cold,reduced,pale_pink,less_3_sec,depressed,absent,severe,slight,more_1_liter,2.0,absent,distend_large,68.0,12.85,serosanguious,2.0,yes,3025,0,0,no
yes,adult,39.0,96.0,40.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,5.3,absent,distend_large,43.0,7.5,cloudy,2.0,yes,3025,0,0,yes
yes,adult,37.8,78.0,20.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,absent,distend_small,37.0,12.85,serosanguious,2.0,yes,2207,1400,0,no
yes,adult,37.2,72.0,30.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,3.0,absent,distend_small,44.0,6.0,cloudy,3.6,yes,2209,0,0,yes
yes,adult,38.1,60.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,3.0,decreased,distend_small,43.0,6.1,cloudy,3.6,yes,2208,0,0,no
no,adult,36.599999999999994,114.0,48.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,5.0,absent,distend_large,57.0,7.4,serosanguious,4.5,yes,1400,0,0,yes
yes,adult,37.6,75.0,60.0,cool,reduced,pale_pink,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,1.0,decreased,distend_large,45.0,8.5,cloudy,1.0,yes,4205,0,0,yes
yes,young,38.1,84.0,36.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.2,absent,distend_large,57.0,8.0,serosanguious,4.3,yes,3111,0,0,no
yes,adult,38.3,40.0,20.0,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,1.0,absent,distend_large,36.0,12.85,serosanguious,2.0,no,2208,0,0,no
no,adult,38.3,112.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,7.0,absent,distend_small,57.0,4.5,serosanguious,2.6,no,400,0,0,yes
no,adult,38.5,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypermotile,moderate,significant,more_1_liter,2.0,normal,distend_small,34.0,12.85,clear,1.0,no,0,0,0,no
no,adult,38.3,48.0,24.0,normal,normal,bright_pink,less_3_sec,depressed,normal,moderate,slight,more_1_liter,5.0,normal,normal,43.0,7.0,cloudy,5.0,no,3111,0,0,yes
no,adult,39.5,84.0,20.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,6.5,decreased,distend_large,35.0,6.7,cloudy,1.5,yes,4205,0,0,no
yes,adult,37.1,80.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,decreased,distend_large,65.0,12.85,serosanguious,2.0,no,1400,0,0,no
no,adult,39.80000000000001,84.0,36.0,cool,reduced,normal_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,7.0,normal,distend_large,57.0,8.1,serosanguious,4.5,yes,3205,0,0,yes
yes,young,37.5,66.0,40.0,warm,reduced,bright_red,less_3_sec,severe_pain,hypomotile,moderate,significant,less_1_liter,4.0,absent,distend_small,35.0,5.5,serosanguious,2.6,yes,5400,0,0,yes
no,adult,36.7,108.0,36.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,4.5,increased,firm,54.0,6.4,serosanguious,2.6,yes,5400,0,0,no
no,adult,39.80000000000001,114.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,decreased,distend_large,57.0,6.2,serosanguious,3.2,yes,3205,0,0,no
no,adult,39.80000000000001,114.0,44.0,cool,normal,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,normal,normal,57.0,8.1,serosanguious,4.5,yes,7111,0,0,yes
yes,adult,39.80000000000001,92.0,22.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,2.0,absent,distend_small,65.0,12.85,serosanguious,2.0,yes,2208,0,0,yes
yes,adult,39.80000000000001,60.0,24.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,slight,less_1_liter,4.5,absent,distend_small,47.0,7.2,cloudy,2.0,yes,3205,0,0,no
yes,young,38.0,136.0,48.0,cool,reduced,bright_pink,less_3_sec,mild_pain,hypermotile,moderate,slight,more_1_liter,3.0,absent,distend_small,33.0,6.1,cloudy,2.1,yes,2124,0,0,yes
yes,adult,37.4,75.0,36.0,cool,reduced,pale_pink,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_small,48.0,7.5,serosanguious,3.2,yes,12208,0,0,yes
yes,adult,38.0,100.0,24.0,cold,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,severe,slight,more_1_liter,2.0,absent,distend_small,75.0,6.5,serosanguious,2.0,yes,2209,0,0,no
no,adult,37.8,52.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.0,increased,firm,40.0,7.0,cloudy,2.1,no,0,0,0,yes
no,adult,37.7,88.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,1.0,absent,distend_large,44.0,6.0,serosanguious,3.4,yes,1400,0,0,yes
yes,adult,38.0,64.0,28.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,3.5,decreased,distend_small,44.0,5.5,cloudy,3.9,yes,2205,0,0,yes
yes,adult,38.5,72.0,44.0,cool,reduced,bright_red,more_3_sec,depressed,absent,slight,slight,more_1_liter,4.5,absent,distend_small,53.0,8.6,cloudy,4.3,yes,2112,0,0,yes
yes,adult,37.3,96.0,18.0,normal,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,5.0,absent,distend_small,69.0,8.9,serosanguious,6.0,yes,2207,0,0,yes
yes,adult,38.2,96.0,20.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_large,41.0,12.85,serosanguious,2.0,yes,3205,0,0,no
yes,adult,38.5,129.0,48.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,moderate,slight,more_1_liter,4.5,absent,distend_small,48.0,7.4,cloudy,2.6,yes,2205,0,0,yes
yes,adult,38.2,100.0,51.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,57.0,12.85,serosanguious,2.0,no,1400,0,0,no
yes,adult,38.1,48.0,32.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,5.0,absent,distend_small,37.0,6.0,cloudy,3.3,yes,6112,0,0,no
no,adult,39.80000000000001,114.0,36.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,6.5,absent,distend_small,68.0,7.6,serosanguious,4.7,yes,2209,0,0,no
yes,adult,38.5,52.0,24.0,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,slight,less_1_liter,5.7,increased,distend_large,48.0,6.6,clear,3.7,yes,5400,0,0,yes
no,adult,39.2,108.0,51.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,1.0,absent,distend_small,66.0,12.85,serosanguious,2.0,no,4300,0,0,yes
yes,adult,37.5,90.0,32.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,7.0,absent,distend_small,44.0,8.1,cloudy,4.7,yes,1400,0,0,no
yes,adult,37.6,88.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,6.5,absent,distend_small,48.0,4.5,serosanguious,3.4,yes,3205,0,0,yes
yes,adult,38.7,120.0,10.0,cool,reduced,normal_pink,less_3_sec,severe_pain,normal,moderate,slight,more_1_liter,1.0,decreased,normal,34.0,12.85,clear,1.0,yes,3111,0,0,no
no,adult,38.6,52.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.0,normal,firm,44.0,7.3,clear,1.6,no,0,0,0,yes
no,adult,37.2,108.0,12.0,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,more_1_liter,6.0,decreased,firm,52.0,8.2,serosanguious,7.4,yes,2207,0,0,yes
no,young,37.0,88.0,36.0,cool,normal,normal_pink,less_3_sec,depressed,hypermotile,slight,slight,more_1_liter,6.8,normal,distend_small,45.0,7.2,clear,4.5,no,2112,0,0,yes
yes,adult,38.2,52.0,63.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,less_1_liter,5.7,normal,distend_small,39.0,7.6,cloudy,3.7,yes,2208,0,0,yes
yes,adult,37.5,44.0,12.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,less_1_liter,7.0,absent,distend_large,37.0,6.1,serosanguious,2.0,yes,3209,0,0,no
yes,adult,39.0,88.0,28.0,normal,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,7.0,absent,distend_small,64.0,7.6,cloudy,2.6,yes,2208,0,0,no
yes,adult,37.2,60.0,18.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.5,absent,distend_small,32.0,6.2,clear,3.7,yes,2124,0,0,yes
yes,adult,38.3,52.0,16.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_small,68.0,12.85,serosanguious,2.0,yes,31110,0,0,yes
yes,adult,38.0,48.0,16.0,normal,normal,bright_red,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,2.0,normal,distend_small,52.0,6.6,cloudy,1.0,no,5206,0,0,no
yes,adult,37.1,76.0,20.0,normal,reduced,bright_pink,less_3_sec,extreme_pain,absent,severe,significant,more_1_liter,2.0,absent,distend_large,52.0,12.85,serosanguious,2.0,yes,3205,0,0,no
no,adult,37.6,40.0,12.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,3.0,decreased,other,47.0,7.0,serosanguious,3.0,no,400,0,0,yes
no,adult,37.8,52.0,24.0,normal,normal,normal_pink,less_3_sec,depressed,normal,slight,slight,more_1_liter,5.0,normal,firm,32.0,6.2,clear,5.0,no,0,0,0,yes
no,adult,36.8,52.0,44.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.5,decreased,other,48.0,8.5,cloudy,2.5,no,5000,0,0,yes
yes,adult,38.1,70.0,32.0,cool,reduced,bright_red,less_3_sec,alert,hypomotile,moderate,slight,more_1_liter,3.0,normal,distend_small,32.0,6.0,cloudy,3.9,yes,3111,0,0,yes
yes,adult,39.1,100.0,36.0,cool,reduced,bright_red,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.5,absent,distend_small,54.0,6.2,serosanguious,3.6,yes,2206,0,0,no
yes,adult,38.1,60.0,12.0,warm,normal,pale_pink,less_3_sec,mild_pain,hypermotile,moderate,slight,less_1_liter,7.0,increased,normal,47.0,6.1,clear,3.3,yes,7209,0,0,yes
yes,young,38.0,112.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,less_1_liter,4.5,absent,distend_small,75.0,4.5,serosanguious,3.3,yes,2207,0,0,yes
